,area,bathroom_num,bedroom_num,city,desc,dev_name,floor_count,floor_num,furnishing,id,id_string,latitude,locality,longitude,post_date,poster_name,price,project,title,trans,type,url,user_type
23166,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,15 floor,North - West facing Available 2 bhk fully furnished exclusively dne up flat in Raheja Classiq on a higher floor fully westerly with an open view , open from all four sides . The Apartment is available with One Covered car park . For More information plz contact us our given details . Tnx",K Raheja Corp,20.0,15.0,Furnished,45767489,domcache_srp_45767489,19.1371003,Lokhandwala Complex,72.83205600000002,2020-01-03,Jay  Modi,80000,Raheja Classique," 2 BHK Apartment for Rent in Raheja Classique, Lokhandwala Complex 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Lokhandwala-Complex-in-Mumbai-r1&id=4d423435373637343839,Agent
23185,1000.0,3.0,2,Mumbai,"3 Bath,Semi-Furnished,15 floor Dosti Elite is a residential project situated in Mumbai. The project provides a blend of comfortable way of life and healthy surroundings. The project",DOSTI REALTY,18.0,15.0,Semi-Furnished,16257145,domcache_srp_16257145,19.0426091,Rani Laxmibai Chowk,72.8670024,2020-01-04,Kovil nadar,90000,Dosti Elite," 2 BHK Apartment for Rent in Dosti Elite, Rani Laxmibai Chowk 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Rani-Laxmibai-Chowk-in-Mumbai-r11&id=4d423136323537313435,Agent
23195,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,1 floor,East facing  This spacious 2 Bedroom Apartment lies on 1 floor and offers 2 bathroom You can avail this Apartment on a rental of 88000 monthly. ",Rizvi Builders,7.0,1.0,Furnished,43667193,domcache_srp_43667193,19.0690850543219,Bandra West,72.8249673872925,2019-12-17,Ramesh  Kothari,88000,Nectar Apartment," 2 BHK Apartment for Rent in Nectar Apartment, Bandra West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Bandra-West-in-Mumbai-r1&id=4d423433363637313933,Agent
23196,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,10 floor,East facing it's a brand new high rise tower sea face 2bhk flat available for single bachelor spinster live in couple",Kanakia Spaces Realty Pvt. Ltd.,14.0,10.0,Unfurnished,45748737,domcache_srp_45748737,19.139307,Versova,72.8066193,2019-12-20,Manoj  Singh,80000,Kanakia Hollywood," 2 BHK Apartment for Rent in Kanakia Hollywood, Versova 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Versova-in-Mumbai&id=4d423435373438373337,Agent
23291,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,16 floor Centrally Located and very Convenient to reach all parts of City. All amenities nearby. New Construction with abundant sunlight in all rooms and unobstructed sea view.",Sugee Group,22.0,16.0,Semi-Furnished,46331827,domcache_srp_46331827,19.0233813544503,Shivaji Park,72.8401084790928,2019-11-27,Shreya Desai,90000,Sugee Hiranya," 2 BHK Apartment for Rent in Sugee Hiranya, Shivaji Park 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Shivaji-Park-in-Mumbai&id=4d423436333331383237,Owner
23315,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,52 floor,North - East facing Our apartments are curated to offer 5 star lifestyle, 365 days a year at your home and is based on the concept of multiliving for families. They are bundled with caretaker service along with daily errand solutions so that you enjoy your weekends spending time on more important things you love. You will never have to cancel a movie plan if your house help didn’t turn up because we will maintain  every nook and corner of your home with our daily professional homecare services and maintenance of key appliances.",Lodha Group,83.0,52.0,Semi-Furnished,46318689,domcache_srp_46318689,19.0039855255968,Worli,72.83124868364351,2020-01-12,Krishna  Modi,100000,Lodha The Park," 2 BHK Apartment for Rent in Lodha The Park, Worli 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Worli-in-Mumbai&id=4d423436333138363839,Agent
23479,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,9 floor,North - East facing Available for Rent 2 BHK in Paschim Apartment, Near Siddhivinayak Temple, Dadar (West) , 815 sqft Built-up, 690 sq ft Carpet, Fully furnished flat on Middle floor, Peacefull Society, It is very airy flat, prime location, 1 Open Car Parking,  Price Rs. 90,000/- Possession ready to move for more information please call Hariom Estete Consultant.",Shree Yogeshwar Builders And Developers,17.0,9.0,Furnished,39623339,domcache_srp_39623339,19.0198623047892,Prabhadevi,72.8320821964833,2019-12-12,Ram  Chadge,90000,Paschim Apartments," 2 BHK Apartment for Rent in Paschim Apartments, Prabhadevi 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Prabhadevi-in-Mumbai-r1&id=4d423339363233333339,Agent
23512,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,10 floor,North - East facing Our fees only Rs. 20,000 for an apartment in Mumbai. Professional Property Management.  Multiple direct options available",Kanakia Spaces Realty Pvt. Ltd.,14.0,10.0,Semi-Furnished,41809977,domcache_srp_41809977,19.06680489,Bandra Kurla Complex,72.85129455,2020-01-13,Azuro,90001,Kanakia Paris," 2 BHK Apartment for Rent in Kanakia Paris, Bandra Kurla Complex 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Bandra-Kurla-Complex-in-Mumbai&id=4d423431383039393737,Agent
23569,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,20 floor,North - East facing 2 BHK spacious flat for lease in Raheja Classique higher floor well done up semi furnished flat all modern amenities",K Raheja Corp,23.0,20.0,Semi-Furnished,46331745,domcache_srp_46331745,19.1371003,Andheri West,72.83205600000002,2019-11-27,Suresh  Yadav ,90000,Raheja Classique," 2 BHK Apartment for Rent in Raheja Classique, Andheri West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-West-in-Mumbai&id=4d423436333331373435,Agent
23594,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,5 floor,East facing It's 2 BHK New Apartment located at Powai Hiranandani",Hiranandani Group,28.0,5.0,Semi-Furnished,43409725,domcache_srp_43409725,0.0,Powai,0.0,2020-01-13,Nisha Nair,85000,Hiranandani Zen Atlantis," 2 BHK Apartment for Rent in Hiranandani Zen Atlantis, Powai 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Powai-in-Mumbai&id=4d423433343039373235,Agent
23602,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,17 floor 2 BHK, Multistorey Apartment is available for Rent in Worli, Mumbai for 85,000",JP group,22.0,17.0,Furnished,47195697,domcache_srp_47195697,19.0083802813427,Worli,72.83050442467041,2020-01-08,Dilip  Gupta,85000,Unity Towers," 2 BHK Apartment for Rent in Unity Towers, Worli 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Worli-in-Mumbai&id=4d423437313935363937,Agent
23634,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,8 floor,East facing This is an amazing property located centrally , Sea face is in walking distance 1min , also has all transport facilities",Shree Yogeshwar Builders And Developers,16.0,8.0,Furnished,41508209,domcache_srp_41508209,19.0198623047892,Prabhadevi,72.8320821964833,2020-01-06,Mukund,100000,Paschim Apartments," 2 BHK Apartment for Rent in Paschim Apartments, Prabhadevi 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Prabhadevi-in-Mumbai-r2&id=4d423431353038323039,Agent
23660,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,10 floor,North - East facing Our fees only Rs. 20,000 for an apartment in Mumbai. Professional Property Management.  Multiple direct options available",Kanakia Spaces Realty Pvt. Ltd.,14.0,10.0,Semi-Furnished,43028437,domcache_srp_43028437,19.06680489,Bandra Kurla Complex,72.85129455,2020-01-14,Azuro,90000,Kanakia Paris," 2 BHK Apartment for Rent in Kanakia Paris, Bandra Kurla Complex 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Bandra-Kurla-Complex-in-Mumbai&id=4d423433303238343337,Agent
23715,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,10 floor,North - East facing for rent 2 bhk flat and full sea view flat swmingpol and garden",Kanakia Spaces Realty Pvt. Ltd.,15.0,10.0,Unfurnished,47144429,domcache_srp_47144429,19.139307,Versova,72.8066193,2020-01-06,Amaan,85000,Kanakia Hollywood," 2 BHK Apartment for Rent in Kanakia Hollywood, Versova 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Versova-in-Mumbai&id=4d423437313434343239,Agent
23717,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,10 floor,East facing calm location",Shree Yogeshwar Builders And Developers,10.0,10.0,Semi-Furnished,45564137,domcache_srp_45564137,19.0198623047892,Prabhadevi,72.8320821964833,2020-01-02,Ashok kumar,85000,Paschim Apartments," 2 BHK Apartment for Rent in Paschim Apartments, Prabhadevi 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Prabhadevi-in-Mumbai-r1&id=4d423435353634313337,Agent
23729,1000.0,3.0,2,Mumbai,"3 Bath,Furnished,11 floor,East facing This is an owsome 2 bedroom fully furnished flat with balcony in powai area wardrobes, ac’s in the flat gardens and hill view from the living and bedrooms all amenities available in the complex like club house and play area & huge gardens 247 water and electricity supply near schools and college walk able distance from d mart and shopping areas 20 min from the railway station and 25 min from the airport near powai lake &hiranandani gardens near eastern and western express highway amenities  double height entrance lobby exquisitely designed in marble and granite  cctv arrangement for sec",Hiranandani Group,32.0,11.0,Furnished,47181939,domcache_srp_47181939,19.11559447,Powai lake,72.91224898,2020-01-07,Sagar  Gawai,85000,Hiranandani Gardens," 2 BHK Apartment for Rent in Hiranandani Gardens, Powai lake 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Powai-lake-in-Mumbai&id=4d423437313831393339,Agent
23732,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,17 floor,North - East facing good society to left 24 hour security 1car  parking 24 hours water gym touch nearby",JP group,22.0,17.0,Furnished,47184017,domcache_srp_47184017,19.0083802813427,Worli,72.83050442467041,2020-01-07,Dilip  Gupta,85000,Unity Towers," 2 BHK Apartment for Rent in Unity Towers, Worli 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Worli-in-Mumbai&id=4d423437313834303137,Agent
23745,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,15 floor,North - West facing Available 2 bhk fully furnished exclusively dne up flat in Raheja Classiq on a higher floor fully westerly with an open view , open from all four sides . The Apartment is available with One Covered car park . For More information plz contact us our given details . Tnx",K Raheja Corp,20.0,15.0,Furnished,46319995,domcache_srp_46319995,19.1371003,Lokhandwala Complex,72.83205600000002,2019-11-26,Jay  Modi,80000,Raheja Classique," 2 BHK Apartment for Rent in Raheja Classique, Lokhandwala Complex 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Lokhandwala-Complex-in-Mumbai&id=4d423436333139393935,Agent
23788,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,16 floor,East facing Spacious 2 BHK Flat in 1000 Sqft area available for Rent at Dadar West 14th floor with ample water supply  Car parking, Lift  24 hours security  good locality and more  Located near Dadar Station  Rent  Rs90,000 per month please call us for buying,",Sugee Group,22.0,16.0,Semi-Furnished,47176113,domcache_srp_47176113,19.0233813544503,Dadar West,72.8401084790928,2020-01-13,Shweta  Agarwal,90000,Sugee Hiranya," 2 BHK Apartment for Rent in Sugee Hiranya, Dadar West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Dadar-West-in-Mumbai&id=4d423437313736313133,Agent
23847,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,13 floor,East facing An amazing Sea view and garden facing flat available on rent",Shree Yogeshwar Builders And Developers,14.0,13.0,Semi-Furnished,46043611,domcache_srp_46043611,19.0198623047892,Prabhadevi,72.8320821964833,2019-11-14,Mukund,85000,Paschim Apartments," 2 BHK Apartment for Rent in Paschim Apartments, Prabhadevi 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Prabhadevi-in-Mumbai&id=4d423436303433363131,Agent
23874,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,15 floor,East facing Spacious 2 BHK Flat in 1000 Sqft area available for Rent at Parel 15th floor with ample water supply  Car parking, Lift  24 hours security  good locality and more  Located near parel Station  Rent  Rs.85,000 per month please call us for buying,",DOSTI REALTY,15.0,15.0,Semi-Furnished,47278357,domcache_srp_47278357,18.998253,Parel,72.848935,2020-01-14,Shweta  Agarwal,85000,Dosti Flamingow," 2 BHK Apartment for Rent in Dosti Flamingow, Parel 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Parel-in-Mumbai&id=4d423437323738333537,Agent
23908,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,6 floor,West facing Excellent 2bhk apartment for sale in Charni road. closed to station.10 mins walking distance.",Darsshan Properties,20.0,6.0,Unfurnished,46134697,domcache_srp_46134697,18.9512886,Charni Road,72.8240536,2019-11-18,Arvind ,80000,Darshan Heights," 2 BHK Apartment for Rent in Darshan Heights, Charni Road 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Charni-Road-in-Mumbai&id=4d423436313334363937,Agent
23937,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,6 floor,East facing 2 BHK Semi furnished flat available for rent in Norita, Hiranandani garden, Powai. Semi furnished flat with Ac and , wardrobes Modular Kitchen, gas and cable connection, bathroom also done up, fans and lightings and fixtures, along with 1 covered car parking, tenant can get club house etc. Quiet surrounding, Good neighbourhood, many banks & atm are nearby, Car parking & security, Good & peaceful and prime location, Complex has health club, Gym, Etc.Well maintained society, Vegetable market, Shops, Mall, Schools & colleges are nearer to this premise. This is prime location. Place is in the hear",Hiranandani Group,15.0,6.0,Semi-Furnished,41070913,domcache_srp_41070913,19.1196327,Powai,72.9055571,2020-01-13,Amar,82000,Hiranandani Garden Norita," 2 BHK Apartment for Rent in Hiranandani Garden Norita, Powai 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Powai-in-Mumbai-r1&id=4d423431303730393133,Agent
23938,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,18 floor,South facing Unity Tower takes you to an era of prosperity, which you were desperately waiting for. Offering you a lifelong pleasure, these living abodes are a blend of luxury,",JP group,22.0,18.0,Furnished,47017663,domcache_srp_47017663,19.0083802813427,Worli,72.83050442467041,2019-12-30,Mallesh  Shetty,95000,Unity Towers," 2 BHK Apartment for Rent in Unity Towers, Worli 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Worli-in-Mumbai&id=4d423437303137363633,Agent
24054,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,14 floor,North facing 2 BHK Apartment available good locality at BKC. NO brokerage we have 20 flats",Kanakia Spaces Realty Pvt. Ltd.,20.0,14.0,Semi-Furnished,46411423,domcache_srp_46411423,19.06680489,Bandra Kurla Complex,72.85129455,2020-01-13,Krishna  Modi,100000,Kanakia Paris," 2 BHK Apartment for Rent in Kanakia Paris, Bandra Kurla Complex 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Bandra-Kurla-Complex-in-Mumbai&id=4d423436343131343233,Agent
24151,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,6 floor,East facing Its a beautiful 2BHK furnished flat on rent. modular bathrooms, modular kitchen and fittings. Higher floor offers fantastic view and surrounding well lit apartment. Ideal for families, couple etc.",Reliaable Developers,10.0,6.0,Furnished,44342001,domcache_srp_44342001,19.0607198434075,Bandra West,72.8327803789791,2020-01-05,Shafik Sayed,80000,Hashu Niwas," 2 BHK Apartment for Rent in Hashu Niwas, Bandra West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Bandra-West-in-Mumbai-r2&id=4d423434333432303031,Agent
24176,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,8 floor,East facing A beautiful 2 bed apartment is available for rent in a brand new building with all the amenities and is fully vastu complaint with spacious interiors and airy rooms",Dotom Realty,15.0,8.0,Unfurnished,45562731,domcache_srp_45562731,19.069289,Khar West,72.83715500000002,2020-01-02,Ketan  Jaiswal,100000,Nivan," 2 BHK Apartment for Rent in Nivan, Khar West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Khar-West-in-Mumbai-r1&id=4d423435353632373331,Agent
24343,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,25 floor Fully furnished, spacious, well ventilated 2bhk available for rent in a multi storey complex of hiranandani gardens, powai with all amenities.",Hiranandani Group,28.0,25.0,Furnished,42924661,domcache_srp_42924661,19.11559447,Powai,72.91224898,2020-01-11,Shinoy,115000,Hiranandani Gardens," 2 BHK Apartment for Rent in Hiranandani Gardens, Powai 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Powai-in-Mumbai-r3&id=4d423432393234363631,Agent
24344,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,11 floor,North - East facing the worli harmony tower 2 bhk",Lokhandwala Infrastructure,12.0,11.0,Unfurnished,27721705,domcache_srp_27721705,18.9970888,Worli,72.8186688,2020-01-09,Avinash gurav,110000,Lokhandwala Harmony," 2 BHK Apartment for Rent in Lokhandwala Harmony, Worli 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Worli-in-Mumbai-r3&id=4d423237373231373035,Agent
24378,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,3 floor,East facing Nice 2 BHK Flat Fully Furnished Near Khar Station West Side",Darvesh Group,7.0,3.0,Furnished,44472733,domcache_srp_44472733,19.0709431786705,Old Khar,72.83894732691209,2020-01-07,Durgesh jadhav,105000,Darvesh Grand," 2 BHK Apartment for Rent in Darvesh Grand, Old Khar 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Old-Khar-in-Mumbai-r2&id=4d423434343732373333,Agent
24379,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,19 floor,East facing 2 BHK, Multistorey Apartment is available for Rent in Lower Parel, Mumbai for 1.20 Lac(s)",Millennium Group,30.0,19.0,Furnished,46662921,domcache_srp_46662921,18.9963055,Lower Parel,72.8253969,2019-12-12,Ghanshyam  Gupta,120000,Phoenix Towers," 2 BHK Apartment for Rent in Phoenix Towers, Lower Parel 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Lower-Parel-in-Mumbai&id=4d423436363632393231,Agent
24443,1000.0,3.0,2,Mumbai,"3 Bath,Unfurnished,1 floor,North - East facing This well designed 2 Bedroom Flat lies on 1 floor and offers 3 bathroom You can rent this well-designed Flat on a monthly rent of 125000.",Chandra Builders and Developers,13.0,1.0,Unfurnished,45810789,domcache_srp_45810789,19.07339847,Khar West,72.82501376,2019-12-19,Namrata,120000,Deccan CGHs," 2 BHK Apartment for Rent in Deccan CGHs, Khar West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Khar-West-in-Mumbai&id=4d423435383130373839,Owner
